names,overview,TV_Movie,Adventure,Comedy,Fantasy,Romance,Family,History,Documentary,War,Crime,Drama,Horror,Thriller,Animation,Action,Science_Fiction,Mystery,Western,Music
Nocturnal Animals,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Hitcher,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Praise This,"When aspiring musical superstar Sam is forced to join her cousin's struggling, underdog praise team in the lead-up to a national championship competition, she sees an opportunity to finally make her dreams come true.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Young Master,"Youthful martial arts master Lung is searching for his missing brother, when he is mistaken for a criminal on the run.  He must prove his innocence by solving the case himself, while local lawmen and merciless mercenaries are hot on his trail.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Goal! III : Taking On The World,"Mexican footballer Santiago Muñez, along with his best friends and England national team players Charlie Braithwaite and Liam Adams, are selected for their respective national teams at the 2006 FIFA World Cup Finals in Germany.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moana,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Halloween: The Curse of Michael Myers,"Six years ago, Michael Myers terrorized the town of Haddonfield, Illinois. He and his niece, Jamie Lloyd, have disappeared. Jamie was kidnapped by a bunch of evil druids who protect Michael Myers. And now, six years later, Jamie has escaped after giving birth to Michael's child. She runs to Haddonfield to get Dr. Loomis to help her again.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Legend,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unlock Your Heart,"Ai has had a crush forever on her classmate Tatoe. When she finds out that Tatoe is in a secret relationship with another girl, she sets out to sabotage their plans for the future.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Escape from Planet Earth,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Azumi 2: Death or Love,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lord of War,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
The Girl with All the Gifts,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Land,"Edee, in the aftermath of an unfathomable event, finds herself unable to stay connected to the world she once knew and in the face of that uncertainty, retreats to the magnificent, but unforgiving, wilds of the Rockies. After a local hunter brings her back from the brink of death, she must find a way to live again.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Orgasm Lecture 2,"Yuner, Liu Ren, and Zhou Xian are college girlfriends. They went to the holiday house to take pictures and swim together during the holidays. However, the three women soon became bored. Yuner came up with the idea of seducing men and happened to encounter a handsome sports car The passing Shi Yu and the senior asked the three women for directions, and Yuner handed over the phone number to the two men, and this extraordinary experience began …",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beau Pere,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Waiting...,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carriers,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Snatch,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saludos Amigos,"Live-action segments show members of the Disney staff touring South America and recording their impressions in sketches. These segue into four animated sections: ""Lake Titicaca"" depicts tourist Donald Duck's troubles with a stubborn llama; ""Pedro"" tells of a little mail plane's adventures flying over the treacherous Andes; ""El Gaucho Goofy"" transplants an American cowboy into the Argentine pampas; and in ""Aquarela do Brasil,"" Jose Carioca shows Donald the sights and sounds of Rio de Janiero.",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cat's Eye,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Nice Sister-In-Law,"""Trust me tonight""  Min-ho is preparing to get a job and is spending some time in his parents' house. However, his parents aren't home and only his young sister-in-law is there. His brother Hyeon-soo had left the house after fighting with his wife. Min-ho can't help but feel attracted towards his young and appealing sister-in-law.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Living,"London, 1953. Mr. Williams, a veteran civil servant, is an important cog within the city's bureaucracy as it struggles to rebuild in the aftermath of World War II. Buried under paperwork at the office and lonely at home, his life has long felt empty and meaningless. Then a devastating medical diagnosis forces him to take stock, and to try and grasp some fulfilment before it passes permanently beyond reach.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Notting Hill,"William Thacker is a London bookstore owner whose humdrum existence is thrown into romantic turmoil when famous American actress Anna Scott appears in his shop. A chance encounter over spilled orange juice leads to a kiss that blossoms into a full-blown affair. As the average bloke and glamorous movie star draw closer and closer together, they struggle to reconcile their radically different lifestyles in the name of love.",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Johnson Family Vacation,"Nate Johnson, a Los Angeles man estranged from his wife and three children, decides to reconnect with his family by taking them with him on a road trip to Missouri for a big family reunion.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hope,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wedding Daze,"After losing the woman of his dreams, Anderson is convinced he'll never fall in love again. But at the urging of his best friend, he spontaneously proposes to a dissatisfied waitress named Katie and an innocent dare evolves into the kind of love that both have been looking for all along.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berserk: The Golden Age Arc II - The Battle for Doldrey,"The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.",0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Bordello of Blood,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Woman with Pierced Nipples,"A lovesick midinette ends up accepting a date with a stranger who buys her flowers every day. Charmed by his playboy physique, she moves in with him and submits to his fantasies.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Breaking Surface,"Two Swedish/Norwegian half sisters go on a winter diving trip in Northern Norway, when they get trapped after a rockslide.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
The King of Staten Island,"Scott has been a case of arrested development ever since his firefighter father died when he was seven. He's now reached his mid-20s having achieved little, chasing a dream of becoming a tattoo artist that seems far out of reach. As his ambitious younger sister heads off to college, Scott is still living with his exhausted ER nurse mother and spends his days smoking weed, hanging with the guys — Oscar, Igor and Richie — and secretly hooking up with his childhood friend Kelsey. But when his mother starts dating a loudmouth firefighter named Ray, it sets off a chain of events that will force Scott to grapple with his grief and take his first tentative steps toward moving forward in life.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maleficent: Mistress of Evil,"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantomas vs. Scotland Yard,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Trust,"Set in the glamour of the New York and Paris art scenes, gallery owner Brooke Gatwick and her newscaster husband Owen Shore, face temptation, jealousy, twists and mystery when two seductive newcomers enter their lives.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Exit Wounds,"Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
The Beguiled,"Offbeat Civil War drama in which a wounded Yankee soldier, after finding refuge in an isolated girls' school in the South towards the end of the war, becomes the object of the young women's sexual fantasies. The soldier manipulates the situation for his own gratification, but when he refuses to completely comply with the girls' wishes, they make it very difficult for him to leave.",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Honey: Rise Up and Dance,"Street dancer Skyler comes out of the shadow of her trained dancer sister, Tosha, & joins a dance competition with the Honey dance studio; the prize is a college scholarship.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Jungle Bunch,"Maurice may look like a penguin - but he's a real tiger inside! Raised by a tigress, he's the clumsiest kung-fu master ever. Along with his friends, The Jungle Bunch, he intends to maintain order and justice in the jungle, as his mother did before he. But Igor, an evil koala, wants to destroy the jungle once and for all—helped by his army of silly baboons.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Shanghai Fortress,"Set in the future, the city of Shanghai battle to defend itself against an ongoing attack by an alien force that has attacked and laid siege to numerous cities around the globe in it's quest to harvest a hidden energy only found on earth.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
X+Y,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shiloh,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Teen Beach 2,"When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dressmaker,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clownhouse,Three young brothers are terrorized by an evil clown.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dracula 2000,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
The Starling,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9to5: Days in Porn,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, unadorned and authentic, without glorification or prejudice. It delivers deep insight into their personal lives - from glamorous to grotesque - strange, fascinating, offensive, absurd and sometimes funny moments all at once.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Psychosexual,"After finding her boyfriend cheating on her, a woman becomes obsessed with a YouTuber to the point that she thinks he's the perfect man for her.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Infidelity in Suburbia,"With her husband away at work, and her son at school, Laura dreams of a home-renovation project to supplant her restless days. Elliott, her irresistibly hot private contractor, soon fulfills her more forbidden dreams.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Battle of Jangsari,"Korean War, September 1950. In order to fight the enemy forces based in the South of the peninsula, General MacArthur orders the start of the Incheon Landing Operation, deploying diversionary attacks in other locations. Without real military forces to spare, 772 very young Korean student soldiers, barely trained, are sent to Jangsari Beach, where they will face a heroic fate and discover the value of friendship. (A sequel to Operation Chromite, released in 2016.)",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Stepping into Love,"When her art museum faces money problems, a conventional curator works with an avant garde artist to develop an unconventional exhibit. She learns to color outside the lines to save the museum and find love.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Peter Knife,"Based on the international hit song, Pedro Navaja (Peter the Knife) is the story of the coolest, street smart hustler ever to walk the streets of Mexico City. The police are after him, his rivals are after him, and all the while the most beautiful women of Mexico are in the cup of his hand.  - Written by Echo Bridge Home Entertainment",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Greatest Beer Run Ever,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
The Cowboys,"When his cattlemen abandon him for the gold fields, rancher Wil Andersen is forced to take on a collection of young boys as his cowboys in order to get his herd to market in time to avoid financial disaster. The boys learn to do a man's job under Andersen's tutelage; however, neither Andersen nor the boys know that a gang of cattle thieves is stalking them.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Mission: Impossible - Dead Reckoning Part One,The seventh installment of the Mission: Impossible franchise.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Sheena,"Sheena's parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey, are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jacob,"In this inspiring tale from the book of Genesis, young shepherd Jacob (Matthew Modine) falls in love with and wants to marry Rachel (Lara Flynn Boyle), the daughter of his Uncle Laban (Giancarlo Giannini). Lacking a dowry, Jacob toils seven years as his uncle's indentured servant to win Rachel's hand. But calculating Laban dupes him into another seven years of labor. Irene Papas portrays Jacob's iron-willed mother.",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Megalodon,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Trigun: Badlands Rumble,"In a quicksand surrounded town called Makka, rumors spread of a legendary robber named Gasback is after the town. To protect it, Mayor Kepler has hired bounty hunters. These hunters have been following Gasback from town to town in hopes of getting the bounty. Vash the Stampede is in town, along with Meryl and Milly, along with the female bounty hunter Amelia and Nicholas D. Wolfwood.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ad Astra,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Next Karate Kid,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"Aguirre, the Wrath of God","A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Dog,An army ranger and his dog embark on a road trip along the Pacific Coast Highway to attend a friend's funeral.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Marine 6: Close Quarters,"Jake Carter and another former Marine, Luke Trapper,  join forces to rescue a young kidnapped girl from a gang of international criminals.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Sofia the First: Once Upon a Princess,"Set in the storybook world of Enchancia, the music-filled movie follows Sofia, an average girl whose life suddenly changes when her mother marries the king and she is whisked off to live in a castle with her mom, new step-father, King Roland II, and step-siblings, Amber and James. Along the way this ordinary girl learns to navigate the extraordinary life of royalty, and in the process makes everyone around her feel special.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Children of the Corn,"A psychopathic twelve-year-old girl in a small town in Nebraska recruits all the other children and goes on a bloody rampage, killing the corrupt adults and anyone else who opposes her. A bright high schooler who won't go along with the plan is the town's only hope of survival.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OSS 117: Lost in Rio,"French top secret agent, Hubert Bonisseur de la Bath, is sent to Rio to buy microfilms from a running nazi. To do so, he has to team up with Mossad secret services.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Wedding Singer,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Exodus: Gods and Kings,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Transformers: The Last Knight,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cypher,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oliver Twist,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2036: Nexus Dawn,"This in-world short film takes place in the year 2036 and revolves around Jared Leto’s character, Niander Wallace. In this short, Wallace introduces a new line of “perfected” replicants called the Nexus 9, seeking to get the prohibition on replicants repealed. This no doubt has serious ramifications that will be crucial to the plot of Blade Runner 2049.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Spread,"In Los Angeles, Nikki is homeless, car-less and closing in on 30, but he's amoral, good-looking, and adept in the sack, moving from one wealthy woman of 35 or 40 to another, a kept boy-toy. His newest gig, with Samantha, an attorney whose house overlooks L.A., is sweet, although it's unclear how long she'll put up with him. Then Nikki meets Heather, a waitress. Is the player being played, or might this be love? What will Nikki discover?",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand Up Guys,"After serving 28 years in prison for accidentally killing the son of a crime boss, newly paroled gangster Val reunites with his former partners in crime, Doc and Hirsch, for a night on the town. As the three men revisit old haunts, reflect on their glory days and try to make up for lost time, one wrestles with a terrible quandary: Doc has orders to kill Val, and time is running out for him to figure out a way out of his dilemma.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RV,"Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle in Cell No. 7,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fantastic Mr. Fox,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Red Dot,"On a hiking trip to rekindle their marriage, a couple find themselves fleeing for their lives in the unforgiving wilderness from an unknown shooter.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
